index,nct_id,display_order,candidate_criteria_text,score,hedging
58,NCT03488693,15,"RT must commence within 16 weeks of definitive surgery if the patient is not treated with chemotherapy; if adjuvant chemotherapy is given, RT must begin within 12 weeks after the last dose; (Note: adjuvant chemotherapy may be ongoing at the time of randomization)
* Note: Definitive surgery is defined as the last breast cancer-related surgery",0.9725870490074158,true
363,NCT04691817,6,"Prior exposure and disease progression during at least 1 line of therapy including a checkpoint inhibitor. This may include a single checkpoint inhibitor, therapy with two checkpoint inhibitors simultaneously, or chemotherapy and immunotherapy combined or in sequence and must be the line immediately prior to enrollment on the trial. Prior PD-L1 inhibitors are permitted, since the goal of the study is to see if interleukin (IL) 6 inhibition can relieve resistance to immune checkpoint inhibitors",0.9725604057312012,true
48,NCT03465592,7,"Subjects must consent to allow for a baseline tumor biopsy. If a biopsy is not feasible, then archival tumor material must be made available. Tumor biopsies to be taken (if a subject’s tumor is thought to be reasonably safe and easy to biopsy) at baseline (any time prior to the first dose after eligibility is met) and at cycle 2 (4-6 cores per time point) or when lesions are visualized on physical examination or imaging studies in the case of no identifiable masses at cycle 2. Additional optional biopsies may be obtained later in the course of study treatment. Detailed instructions for tissue collection, processing and shipment are provided. The proposed investigation is considered a non-significant risk (NSR). A significant risk procedure is generally considered to be one for which the procedure-associated absolute risk of mortality or major morbidity, in the patient’s clinical setting and at the institution completing the procedure, is 2% or higher. Diagnostic Tissue Samples Tissue, fluid, or blood may be collected from standard of care procedures used to treat or diagnose immune related toxicities/graft versus host disease (GVHD).",0.9724776744842529,true
83,NCT03602157,59,PRIOR TO LYMPHODEPLETION FOR OPTIONAL REINFUSION: ANC > 1000 cells/mm^3. Subjects cannot have received platelet transfusion within 7 days of lymphodepletion. Note: Subjects may receive a second infusion without prior lymphodepletion or with a 25-50% dose reduction in bendamustine if they meet all other eligibility criteria at the time of infusion.,0.9722647666931152,true
84,NCT03602157,60,"PRIOR TO LYMPHODEPLETION FOR OPTIONAL REINFUSION: Platelets > 50,000/mm^3. Subjects cannot have received platelet transfusion within 7 days of lymphodepletion. Note: Subjects may receive a second infusion without prior lymphodepletion or with a 25-50% dose reduction in bendamustine if they meet all other eligibility criteria at the time of infusion.",0.9722527265548706,true
379,NCT04691817,48,"For women of childbearing potential: agreement to remain abstinent (refrain from heterosexual intercourse) or use contraceptive methods, as defined below: Women must remain abstinent or use contraceptive methods with a failure rate of < 1% per year during the treatment period and for 5 months after the final dose of atezolizumab. A woman is considered to be of childbearing potential if she is post-menarche, has not reached a postmenopausal state (>= 12 continuous months of amenorrhea with no identified cause other than menopause), and has not undergone surgical sterilization (removal of ovaries and/or uterus) or another cause as determined by the investigator (e.g., Müllerian agenesis). Per this definition, a woman with a tubal ligation is considered to be of childbearing potential. The definition of childbearing potential may be adapted for alignment with local guidelines or requirements. Examples of contraceptive methods with a failure rate of < 1% per year include bilateral tubal ligation, male sterilization, hormonal contraceptives that inhibit ovulation, hormone-releasing intrauterine devices, and copper intrauterine devices. The reliability of sexual abstinence should be evaluated in relation to the duration of the clinical trial and the preferred and usual lifestyle of the patient. Periodic abstinence (e.g., calendar, ovulation, symptothermal, or post-ovulation methods) and withdrawal are not acceptable methods of contraception. If required per local guidelines or regulations, locally recognized adequate methods of contraception and information about the reliability of abstinence will be described in the local informed consent form
For men: agreement to remain abstinent (refrain from heterosexual intercourse) or use a condom, and agreement to refrain from donating sperm, as defined below: With a female partner of childbearing potential or pregnant female partner, men must remain abstinent or use a condom during the treatment period and for 5 months after the final dose of atezolizumab to avoid exposing the embryo. Men must refrain from donating sperm during this same period. The reliability of sexual abstinence should be evaluated in relation to the duration of the clinical trial and the preferred and usual lifestyle of the patient. Periodic abstinence (e.g., calendar, ovulation, symptothermal, or postovulation methods) and withdrawal are not adequate methods of preventing drug exposure. If required per local guidelines or regulations, information about the reliability of abstinence will be described in the local informed consent form",0.972018837928772,true
59,NCT03488693,22,"Women of childbearing potential must have agreed to use an effective contraceptive method; a woman is considered to be of ""childbearing potential"" if she has had menses at any time in the preceding 12 consecutive months; in addition to routine contraceptive methods, ""effective contraception"" also includes heterosexual celibacy and surgery intended to prevent pregnancy (or with a side-effect of pregnancy prevention) defined as a hysterectomy, bilateral oophorectomy or bilateral tubal ligation, or vasectomy/vasectomized partner; however, if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures outlined in the protocol, she is responsible for beginning contraceptive measures
* Women of childbearing potential will have a pregnancy test to determine eligibility as part of the Pre-Study Evaluation; this may include an ultrasound to rule-out pregnancy if a false-positive is suspected; for example, when beta-human chorionic gonadotropin is high and partner is vasectomized, it may be associated with tumor production of human chorionic gonadotropin (hCG), as seen with some cancers; patient will be considered eligible if an ultrasound is negative for pregnancy",0.9719836711883545,true
221,NCT04340882,16,"Clinically significant toxic effect(s) of the most recent prior anti-cancer therapy must be grade 1 or resolved (except alopecia and sensory neuropathy); patients with grade 2 adrenal insufficiency related to prior anti-cancer therapy (defined as requiring medical intervention, such as concomitant steroids) or grade 2 hypothyroidism (defined as requiring hormone replacement therapy) may be enrolled provided that clinical symptoms are adequately controlled and the daily dose is 10 mg or less of prednisone or equivalent. If the patient received major surgery or radiation therapy of > 30 Gy, they must have recovered from the toxicity and/or complications from the intervention",0.9719669222831726,true
72,NCT03602157,29,PRIOR TO LYMPHODEPLETION: Bilirubin =< 1.5 times the upper limit of normal (ULN). Subjects with Gilbert's syndrome may be treated despite a total bilirubin level > 1.5 mg/dL if their conjugated bilirubin is < 1.5 x ULN).,0.9717884063720703,true
66,NCT03602157,17,PRIOR TO PROCUREMENT: Bilirubin =< 1.5 times the upper limit of normal (ULN). Subjects with Gilbert's syndrome may be enrolled despite a total bilirubin level > 1.5 mg/dL if their conjugated bilirubin is < 1.5 x ULN).,0.9717446565628052,true
85,NCT03602157,61,PRIOR TO LYMPHODEPLETION FOR OPTIONAL REINFUSION: Bilirubin =< 1.5 times the upper limit of normal (ULN). Subjects with Gilbert's syndrome may be enrolled despite a total bilirubin level > 1.5 mg/dL if their conjugated bilirubin is < 1.5 x ULN),0.9715377688407898,true
43,NCT03277638,24,Active tumor must be Unifocal & Unilateral. Two enhancing nodules within the same fluid attenuated inversion recovery (FLAIR) hyperintense region are still eligible; 1-2 secondary enhancing or non-enhancing lesions may be present as long as they have been radiologically stable for >= 3 mo),0.9714143872261047,true
57,NCT03488693,14,Patients may or may not have had adjuvant chemotherapy,0.971271276473999,true
78,NCT03602157,45,PRIOR TO LYMPHODEPLETION: Subjects must not be using systemic corticosteroids at doses >= 10mg prednisone daily or its equivalent; those receiving < 10mg daily may be treated at discretion of the investigator.,0.971189558506012,true
121,NCT03734692,3,Patients must have completed prior platinum-based therapy. Response can be complete or partial if it otherwise meets platinum sensitive criteria.,0.9710686802864075,true
82,NCT03602157,58,PRIOR TO LYMPHODEPLETION FOR OPTIONAL REINFUSION: Must not have current use of systemic corticosteroids at doses >= 10 mg prednisone daily or its equivalent; those receiving < 10 mg daily may be enrolled at discretion of the Investigator.,0.9708973169326782,true
278,NCT04548752,8,"Patients must have received at least 16 weeks of first line platinum-based chemotherapy for metastatic disease. Patients may have also received one cycle of treatment (no more than 4 weeks) with gemcitabine + nab-paclitaxel while waiting for germline test results, prior to platinum-based therapy",0.97087562084198,true
464,NCT04919369,20,"For women of childbearing potential: agreement to remain abstinent (refrain from heterosexual intercourse) or use contraceptive methods, and agreement to refrain from donating eggs, as defined below:
* Women must remain abstinent or use contraceptive methods with a failure rate of < 1% per year during the treatment period and for 5 months after the final dose of atezolizumab or ATRA. Women must refrain from donating eggs during this same period. 
* A woman is considered to be of childbearing potential if she is postmenarchal, has not reached a postmenopausal state (>= 12 continuous months of amenorrhea with no identified cause other than menopause), and has not undergone surgical sterilization (removal of ovaries and/or uterus).  The definition of childbearing potential may be adapted for alignment with local guidelines or requirements.
* The reliability of sexual abstinence should be evaluated in relation to the duration of the clinical trial and the preferred and usual lifestyle of the patient.  Periodic abstinence (e.g., calendar, ovulation, symptothermal, or postovulation methods) and withdrawal are not adequate methods of contraception.",0.970866858959198,true
64,NCT03602157,11,PRIOR TO CELL PROCUREMENT: Subjects must not be using systemic corticosteroids at doses >= 10mg prednisone daily or its equivalent; those receiving < 10mg daily may be enrolled at discretion of the investigator.,0.9707805514335632,true
60,NCT03556228,0,"Histologically or cytologically confirmed diagnosis of any type of solid tumor malignancy or lymphoma that is not responsive to standard therapies or had progressed following standard therapy and for which there is no approved or curative therapy. Additionally, patients must not be candidates for or have exhausted regimens known to provide clinical benefit, including hematopoietic stem cell transplantation in lymphoma patients if they are deemed transplant eligible.",0.970725417137146,true
263,NCT04493203,4,"Progressed on prior anti-PD1 therapy with or without anti-CTLA4 therapy. Patients may have progressed in the adjuvant setting if treated within the last 6 months. Prior treatment with BRAF/MEK inhibitors permitted, however, not required. Progression must be radiographic, and progression of disease will be confirmed by a radiologist. Patients must have progressed during anti-PD-1 therapy, defined as unequivocal progression on or within 3 months of the last dose of anti-PD-1 therapy if treated in the metastatic setting, or within 6 months if treated in the adjuvant setting",0.970680832862854,true
235,NCT04419519,10,"If receiving venetoclax in combination with anti-CD20 monoclonal antibody, patients must have completed or discontinued the anti-CD20 monoclonal antibody portion of the regimen prior to discontinuing therapy",0.9706672430038452,true
56,NCT03488693,13,"Patients must have had endocrine therapy initiated or planned for >= 5 years; premenopausal women will receive ovarian ablation plus aromatase inhibitor therapy or tamoxifen if adjuvant chemotherapy was not administered; for all patients, endocrine therapy can be given concurrently or following RT",0.9705881476402283,true
366,NCT04691817,10,"Availability of a representative paraffinized tumor specimen for exploratory biomarker research. A formalin-fixed paraffin-embedded (FFPE) tumor specimen in a paraffin block (preferred) or at least 10-15 slides containing unstained, freshly cut, serial sections should be submitted along with an associated pathology report prior to study enrollment. PDL1 status, which should be done as a standard of care for first line immunotherapy, will be recorded on a case report form. A biopsy may also be performed at screening if a patient's archival tissue test results do not meet eligibility criteria",0.9705392122268677,true
89,NCT03602157,67,"PRIOR TO LYMPHODEPLETION FOR OPTIONAL REINFUSION: Subjects cannot be on strong inhibitors of CYP1A2 (e.g., fluvoxamine, ciprofloxacin) as these may increase plasma concentrations of bendamustine, and decrease plasma concentrations of its metabolites.",0.9703441858291626,true
497,NCT04977024,11,Women of childbearing potential (WOCBP): negative urine or serum pregnancy test (to be performed within 30 days prior to day 0 of protocol therapy unless otherwise stated). If the urine pregnancy test is inconclusive a serum pregnancy test will be required,0.9702517986297607,true
490,NCT04971499,20,"Prior adverse events from anticancer therapy must be resolved to =< grade 1, with the exception of alopecia or endocrinopathies, which may be on replacement therapy. Prednisone equivalent of =< 10 mg is allowed.",0.9702328443527222,true
240,NCT04423211,9,"Patient must not have started short term ADT for biochemical recurrence prior to baseline PET (PET1), but may start short term ADT after PET and up to 7 days prior to study registration.
* NOTE:  A short course (e.g., ~ 4 weeks) of low-dose anti-androgen (e.g. bicalutamide), started given after PET1, either before or after study registration, is also permitted as a brief temporizing measure/bridge to protocol-approved SOC short term ADT",0.9701147079467773,true
100,NCT03618550,18,"Female subject of childbearing potential should have a negative urine or serum pregnancy within 2 weeks prior to receiving the first dose of study medication. On the day of planned treatment, if a blood pregnancy test has not been performed within the two week window, a stat pregnancy test (urine or blood) should be performed and the results reviewed before treatment is begun",0.9701029062271118,true
297,NCT04548752,35,"Patients must be offered the opportunity to participate in specimen banking of formalin-fixed paraffin-embedded (FFPE) tissue and whole blood. If a patient is unable to submit archival tissue, should the patient need to undergo a standard of care biopsy per National Comprehensive Cancer Network (NCCN) guidelines, patients must then be offered the opportunity to submit the fresh tumor tissue from that biopsy. With participant consent, specimens must be collected and submitted via the Southwest Oncology Group (SWOG) Specimen Tracking System",0.9700313210487366,true
428,NCT04858334,10,"Patient must have undergone at least 3 combined months (i.e., 12 weeks) of perioperative (neoadjuvant, adjuvant or a combination of both) systemic, multi-agent chemotherapy. Patients may have had up to 6 months of perioperative systemic therapy as deemed appropriate by their primary treating medical team (patients can have received radiation or chemoradiation in addition to this 6 months course)",0.9699516892433167,true
446,NCT04876456,7,Subjects with late relapse (> 2 years from previous chemotherapy) not amenable to resection are eligible if they have received first line platinum based chemotherapy and are deemed not amenable to surgical resection (no need for 1 salvage regimen in late relapse patients to be eligible),0.9696409106254578,true
55,NCT03488693,10,"Patients must have an Oncotype DX recurrence score =< 25 obtained from testing of breast tumor tissue from a core biopsy or from the surgical specimen
* If the patient does not already have Oncotype DX recurrence score, specimen (unstained blocks or slides) must be sent to the Exact Sciences centralized laboratory in Redwood City, California
* Oncotype DX testing must be performed on a core biopsy PRIOR to commencement of neoadjuvant endocrine therapy",0.9695544242858887,true
178,NCT04189757,12,"Platelet count > 75,000/mm^3
* Patients who have bone marrow infiltration by MCL are eligible if their ANC is >= 500/mm^3 (growth factor allowed) or their platelet level is equal to or > 20,000/mm^3. These patients should be discussed with either the PI or co-PI of the study for final approval",0.9695333242416382,true
362,NCT04691817,5,"No evidence of an EGFR, ALK, ROS1, BRAF or other driver mutation for which targeted therapy would be preferable or standard of care (consult principal investigator if there is a question of the nature of the mutation)",0.9695037603378296,true
388,NCT04742634,2,"Diagnosis of myelodysplastic syndromes (MDS) based on World Health Organization classification (2016 revision) who have received an allogeneic hematopoietic cell transplant. Any stem cell source, conditioning regimen, and immunosuppression regimen as determined by the treating physician, per institutional guidelines, is permitted. Patients may have received any therapy, or no therapy, prior to transplant.",0.9695011973381042,true
6,NCT02452008,17,"Men of reproductive potential and those who are surgically sterilized (i.e., postvasectomy) must agree to practice effective barrier contraception that has an expected failure rate of < 1% during and for 6 months after discontinuation of study treatment
* If condoms are used as a barrier contraceptive, a spermicidal agent should be added to ensure that pregnancy does not occur",0.9694104194641113,true
351,NCT04671667,12,"Patient must not be pregnant or breast-feeding due to the potential harm to an unborn fetus and possible risk for adverse events in nursing infants with the treatment regimens being used. All patients of childbearing potential must have a blood test or urine study within 14 days prior to randomization to rule out pregnancy. A urine or serum pregnancy test must be repeated within 72 hours prior to receiving the first dose of pembrolizumab or chemotherapy if the test done for eligibility/randomization is done outside of this 72 hour window. If the urine test is positive or cannot be confirmed as negative, a serum pregnancy test will be required. A patient of childbearing potential is someone, regardless of whether they have undergone tubal ligation, who meets the following criteria: 1) has achieved menarche at some point, 2) has not undergone a hysterectomy or bilateral oophorectomy; or 3) has not been naturally postmenopausal (amenorrhea following cancer therapy does not rule out childbearing potential) for at least 24 consecutive months (i.e., has had menses at any time in the preceding 24 consecutive months)",0.9693906903266907,true
309,NCT04585958,3,"Patients must have HER2-positive or HER2-expressing tumors determined by a Clinical Laboratory Improvement Act (CLIA)-certified laboratory. Specific requirement of HER2 status is outlined below:
* Dose Escalation Module 1 and Module 2:
** HER2 1-3+ expression by IHC OR
** HER2 amplification by next generation sequencing panel (NGS) or in situ hybridization (ISH) OR
** If local testing is not feasible, patients will submit archival tissue for central HER2 testing to determine eligibility. Patients with unknown or negative HER2 testing will not be eligible
* Dose Escalation Module 3:
** HER2 1-2+ expression by IHC OR
** HER2 amplification by next generation sequencing panel (NGS) or in situ hybridization (ISH) OR
** If local testing is not feasible, patients will submit archival tissue for central HER2 testing to determine eligibility. Patients with unknown or negative HER2 testing will not be eligible",0.9693374037742615,true
220,NCT04340882,15,Palliative radiotherapy (to bone or soft tissue lesions) must be completed > 1 week prior to start of study drug (exception: palliative radiotherapy for pain may be used any time prior to first dose),0.9690435528755188,true
305,NCT04579224,18,Participants must not be planning to take strong or moderate CYP3A or CYP2C8 inhibitors or inducers if randomized to Arm 1 and standard of care (SOC) regimen chosen is paclitaxel or docetaxel. Participants receiving strong or moderate CYP3A- or CYP2C8 inducers must discontinue use at least 2 weeks prior to randomization,0.9689526557922363,true
213,NCT04340882,6,Have measurable disease based on Response Evaluation Criteria in Solid Tumors (RECIST) 1.1. Lesions situated in a previously irradiated area are considered measurable if progression has been demonstrated in such lesions,0.9689483046531677,true
177,NCT04189757,11,"Absolute neutrophil count (ANC) > 1,000/mm^3
* Patients who have bone marrow infiltration by mantle cell lymphoma (MCL) are eligible if their ANC is >= 500/mm^3 (growth factor allowed) or their platelet level is equal to or > 20,000/mm^3. These patients should be discussed with either the principal investigator (PI) or co-PI of the study for final approval",0.9689446091651917,true
266,NCT04493203,19,"Male subjects should agree to use an adequate method of contraception starting with the first dose of study therapy through 7 months after the last dose of study therapy
* Abstinence is acceptable if this is the usual lifestyle and preferred contraception for the subject",0.9688994288444519,true
396,NCT04742634,15,"Total bilirubin =< 1.5 x institutional upper limit of the normal (IULN).
* NOTE: If, in the opinion of the treating physician, bilirubin is elevated secondary to hemolysis or Gilbert’s disease, the patient may be eligible after discussion with the Washington University PI.",0.968864917755127,true
426,NCT04858334,5,"Patient must (1) be planning to receive, (2) be receiving or (3) have received at least three combined months (i.e., 12 weeks) of perioperative (neoadjuvant, adjuvant or a combination of both) systemic, multi-agent chemotherapy. Patients may have had up to 6 months of perioperative systemic therapy as deemed appropriate by their primary treating medical team (patients can have received radiation or chemoradiation in addition to this 6 month course)",0.9688445925712585,true
77,NCT03602157,39,"PRIOR TO LYMPHODEPLETION: Subjects cannot be on strong inhibitors of CYP1A2 (e.g., fluvoxamine, ciprofloxacin) as these may increase plasma concentrations of bendamustine, and decrease plasma concentrations of its metabolites. (This applies to subjects who receive bendamustine for lymphodepletion [required] up through 72 hours after the last dose of bendamustine).",0.9688229560852051,true
70,NCT03602157,27,PRIOR TO LYMPHODEPLETION: Presence of active disease by imaging and/or cutaneous involvement. Imaging must be performed within 7 days prior to lymphodepletion to confirm presence of active disease. Subjects who have received bridging chemotherapy must have imaging performed at least 3 weeks after most recent therapy (imaging does not need to be repeated if it is within 7 days prior to lymphodepletion).,0.9688020348548889,true
427,NCT04858334,6,"Patient must be no more than 12 weeks from their most recent treatment (this may be chemotherapy, radiotherapy or surgery)",0.9686107635498047,true
383,NCT04713046,7,PATIENT: Measurable disease using Response Evaluation Criteria In Solid Tumors (RECIST) 1.1. Tumor lesions situated in a previously irradiated area are considered measurable if progression has been documented in such lesions,0.9685253500938416,true
380,NCT04713046,3,"PATIENT: Have a human leukocyte antigen (HLA) partially mismatched (haploidentical) related donor. Acceptable donors include first degree relatives (parent, child, or haploidentical sibling), half-siblings, or second degree relatives (aunt, uncle, cousin, niece, nephew). A patient who has inherited a recombinant haplotype from the parents is eligible if the donor shares at least 1 HLA antigen at each of the HLA-A, -B, and DR loci",0.968496561050415,true
502,NCT05002816,14,"Male participants: contraceptive use should be consistent with local regulations regarding the methods of contraception for those participating in clinical studies. Male participants are eligible to participate if they agree to the following during the intervention period and for 6 months after the last dose of study treatment to allow for clearance of any altered sperm:
* Refrain from donating sperm 
PLUS either:
* Be abstinent from heterosexual intercourse as their preferred and usual lifestyle (abstinent on a long term and persistent basis) and agree to remain abstinent.
OR
* Must agree to use contraception/barrier as detailed below:
** Agree to use a male condom, even if they have undergone a successful vasectomy, and female partner to use an additional highly effective contraceptive method with a failure rate of < 1% per year as when having sexual intercourse with a woman of childbearing potential (including pregnant females)",0.9683703780174255,true
2,NCT02452008,3,Patients may be receiving continuous hormonal ablation with surgical or medical castration with baseline testosterone < 50ng/dL,0.9680805802345276,true
120,NCT03734692,2,"Patients must have first or second peritoneal recurrence of epithelial adenocarcinoma or carcinosarcoma of ovarian, tubal or peritoneal origin:
* Histologic documentation of the original primary tumor is required via the pathology report.
* Original tumor blocks from the primary diagnosis will be requested by our study pathologist at Magee-Women’s Hospital of University of Pittsburgh Medical Center (UPMC) Cancer Centers. Original tumor blocks may be reviewed after registration (informed consent and enrollment).",0.9679551124572754,true
267,NCT04508790,7,"Relapsed or refractory to at least 1 prior line of therapy, including both a proteasome inhibitor and an immunomodulatory drug, and for whom transplant is not recommended. Participants may opt for a delayed transplant at a later time, if appropriate",0.9679408669471741,true
300,NCT04567771,9,"Computed tomography (CT), magnetic resonance imaging (MRI), positron emission tomography (PET)/CT, or PET/MRI for staging before registration; may be pre-operative (op) or post-op",0.9679190516471863,true
110,NCT03708224,18,"Male subjects must agree to use an adequate method of contraception and refrain from donating sperm, starting with the first dose of study therapy through 5 months after the last dose of study therapy.
* Note: Abstinence is acceptable if this is the usual lifestyle and preferred contraception for the subject",0.9678640961647034,true
501,NCT05002816,13,"Female participants: contraceptive use should be consistent with local regulations regarding the methods of contraception for those participating in clinical studies. A female participant is eligible to participate if she is not pregnant or breastfeeding, and at least one of the following conditions applies:
* Is not a woman of childbearing potential (WOCBP) OR
* Is a WOCBP and using a contraceptive method that is highly effective (with a failure rate of < 1% per year), preferably with low user dependency, during the intervention period and for at least 4 months after the last dose of study intervention and agrees not to donate eggs (ova, oocytes) for the purpose of reproduction during this period. The investigator should evaluate the effectiveness of the contraceptive method in relationship to the first dose of study intervention.
A WOCBP must have a negative highly sensitive serum pregnancy test (as required by local regulations) within 72 hours before the first dose of study intervention.
The investigator is responsible for review of medical history, menstrual history, and recent sexual activity to decrease the risk for inclusion of a woman with a nearly undetected pregnancy.
Nonchildbearing potential is defined as follows (by other than medical reasons):
* >= 45 years of age and has not had menses for > 1 year
* Patients who have been amenorrhoeic for < 2 years without history of a hysterectomy and oophorectomy must have a follicle stimulating hormone value in the postmenopausal range upon screening evaluation
* Post-hysterectomy, post-bilateral oophorectomy, or post-tubal ligation. Documented hysterectomy or oophorectomy must be confirmed with medical records of the actual procedure or confirmed by an ultrasound. Tubal ligation must be confirmed with medical records of the actual procedure",0.9675955176353455,true
